id,name,n_samples,n_features,rows_removed,cols_removed,fold,model,r2,mse,mae,fit_duration,predict_duration,max_depth,df_setting,alpha
pmlb_503,wind,6574,14,0,0,4,CART - max_depth = 6,0.710918815080706,13.122444889852668,2.164418531018635,0.0156400203704834,0.0004000663757324219,6.0,,
pmlb_503,wind,6574,14,0,0,4,CART - max_depth = 20,0.5761890302141769,19.238319146512854,2.6766668955485056,0.03548908233642578,0.0017709732055664062,20.0,,
pmlb_503,wind,6574,14,0,0,4,CART - max_depth = None,0.5741906959675107,19.32903079566672,2.7200002670288086,0.035650014877319336,0.0006120204925537109,,,
pmlb_503,wind,6574,14,0,0,4,CPILOT - df alpha = 0.01 - max_depth = 6,0.7510994302506647,11.298500836366914,1.9782388445058938,0.2703521251678467,0.00018310546875,6.0,"{'con': 1.0, 'lin': 1.01, 'pcon': 1.04, 'blin': 1.04, 'plin': 1.06, 'pconc': 1.04}",0.01
pmlb_503,wind,6574,14,0,0,4,CPILOT - df alpha = 0.01 - max_depth = 20,0.5926638961572697,18.490465146722787,2.774870180429149,1.6692390441894531,0.0024518966674804688,20.0,"{'con': 1.0, 'lin': 1.01, 'pcon': 1.04, 'blin': 1.04, 'plin': 1.06, 'pconc': 1.04}",0.01
pmlb_503,wind,6574,14,0,0,4,CPILOT - df alpha = 0.01 - max_depth = None,0.5907008917086052,18.57957304803199,2.801205885404908,1.700042963027954,0.002701997756958008,,"{'con': 1.0, 'lin': 1.01, 'pcon': 1.04, 'blin': 1.04, 'plin': 1.06, 'pconc': 1.04}",0.01
pmlb_503,wind,6574,14,0,0,4,CPILOT - default df - max_depth = 6,0.7697997214855676,10.449626700117896,1.9524894107739588,0.4600679874420166,0.00021600723266601562,6.0,"{'con': 1, 'lin': 2, 'pcon': 5, 'blin': 5, 'plin': 7, 'pconc': 5}",1.0
pmlb_503,wind,6574,14,0,0,4,CPILOT - default df - max_depth = 20,0.7697997214855676,10.449626700117896,1.9524894107739588,0.46825599670410156,0.0001971721649169922,20.0,"{'con': 1, 'lin': 2, 'pcon': 5, 'blin': 5, 'plin': 7, 'pconc': 5}",1.0
pmlb_503,wind,6574,14,0,0,4,CPILOT - default df - max_depth = None,0.7697997214855676,10.449626700117896,1.9524894107739588,0.455737829208374,0.00020313262939453125,,"{'con': 1, 'lin': 2, 'pcon': 5, 'blin': 5, 'plin': 7, 'pconc': 5}",1.0
pmlb_503,wind,6574,14,0,0,4,CPILOT - df alpha = 0.5 - max_depth = 6,0.7592129102774126,10.930200510817736,2.0041713751199985,0.49506497383117676,0.0002200603485107422,6.0,"{'con': 1.0, 'lin': 1.5, 'pcon': 3.0, 'blin': 3.0, 'plin': 4.0, 'pconc': 3.0}",0.5
pmlb_503,wind,6574,14,0,0,4,CPILOT - df alpha = 0.5 - max_depth = 20,0.7505547148394913,11.323227447217677,2.0058246233858856,0.5615830421447754,0.0002617835998535156,20.0,"{'con': 1.0, 'lin': 1.5, 'pcon': 3.0, 'blin': 3.0, 'plin': 4.0, 'pconc': 3.0}",0.5
pmlb_503,wind,6574,14,0,0,4,CPILOT - df alpha = 0.5 - max_depth = None,0.7505547148394913,11.323227447217677,2.0058246233858856,0.552819013595581,0.0002789497375488281,,"{'con': 1.0, 'lin': 1.5, 'pcon': 3.0, 'blin': 3.0, 'plin': 4.0, 'pconc': 3.0}",0.5
pmlb_503,wind,6574,14,0,0,5,CART - max_depth = 6,0.7044249898704595,13.209892132174096,2.188539542511876,0.015883922576904297,0.0004222393035888672,6.0,,
pmlb_503,wind,6574,14,0,0,5,CART - max_depth = 20,0.5433293296585473,20.40960868949766,2.7225005626678476,0.03344106674194336,0.0005998611450195312,20.0,,
pmlb_503,wind,6574,14,0,0,5,CART - max_depth = None,0.5453961897671473,20.317236201461764,2.7400007247924805,0.03391909599304199,0.000579833984375,,,
pmlb_503,wind,6574,14,0,0,5,CPILOT - df alpha = 0.01 - max_depth = 6,0.7516623777169651,11.098750199760627,2.1375066127847235,0.2770040035247803,0.00019288063049316406,6.0,"{'con': 1.0, 'lin': 1.01, 'pcon': 1.04, 'blin': 1.04, 'plin': 1.06, 'pconc': 1.04}",0.01
pmlb_503,wind,6574,14,0,0,5,CPILOT - df alpha = 0.01 - max_depth = 20,0.5573236061127524,19.784173939967058,2.805048665538351,1.617403268814087,0.0024089813232421875,20.0,"{'con': 1.0, 'lin': 1.01, 'pcon': 1.04, 'blin': 1.04, 'plin': 1.06, 'pconc': 1.04}",0.01
pmlb_503,wind,6574,14,0,0,5,CPILOT - df alpha = 0.01 - max_depth = None,0.5437585976446755,20.390423766556903,2.858394751671467,1.7271180152893066,0.0025548934936523438,,"{'con': 1.0, 'lin': 1.01, 'pcon': 1.04, 'blin': 1.04, 'plin': 1.06, 'pconc': 1.04}",0.01
pmlb_503,wind,6574,14,0,0,5,CPILOT - default df - max_depth = 6,0.7767860440862256,9.975918731169253,2.024245035906989,0.4790163040161133,0.000213623046875,6.0,"{'con': 1, 'lin': 2, 'pcon': 5, 'blin': 5, 'plin': 7, 'pconc': 5}",1.0
pmlb_503,wind,6574,14,0,0,5,CPILOT - default df - max_depth = 20,0.7767860440862256,9.975918731169253,2.024245035906989,0.48640894889831543,0.00020503997802734375,20.0,"{'con': 1, 'lin': 2, 'pcon': 5, 'blin': 5, 'plin': 7, 'pconc': 5}",1.0
pmlb_503,wind,6574,14,0,0,5,CPILOT - default df - max_depth = None,0.7767860440862256,9.975918731169253,2.024245035906989,0.48076486587524414,0.00019097328186035156,,"{'con': 1, 'lin': 2, 'pcon': 5, 'blin': 5, 'plin': 7, 'pconc': 5}",1.0
pmlb_503,wind,6574,14,0,0,5,CPILOT - df alpha = 0.5 - max_depth = 6,0.7696512762092054,10.2947870752902,2.021603035508364,0.45579075813293457,0.0001983642578125,6.0,"{'con': 1.0, 'lin': 1.5, 'pcon': 3.0, 'blin': 3.0, 'plin': 4.0, 'pconc': 3.0}",0.5
pmlb_503,wind,6574,14,0,0,5,CPILOT - df alpha = 0.5 - max_depth = 20,0.7738553311019815,10.106898689100273,2.028841344000954,0.539104700088501,0.0002300739288330078,20.0,"{'con': 1.0, 'lin': 1.5, 'pcon': 3.0, 'blin': 3.0, 'plin': 4.0, 'pconc': 3.0}",0.5
pmlb_503,wind,6574,14,0,0,5,CPILOT - df alpha = 0.5 - max_depth = None,0.7738553311019815,10.106898689100273,2.028841344000954,0.5402061939239502,0.00023484230041503906,,"{'con': 1.0, 'lin': 1.5, 'pcon': 3.0, 'blin': 3.0, 'plin': 4.0, 'pconc': 3.0}",0.5
pmlb_649,fri_c0_500_5,500,5,0,0,1,CART - max_depth = 6,0.6716037298970566,0.3459300810643001,0.40173906832933426,0.000843048095703125,0.00022292137145996094,6.0,,
pmlb_649,fri_c0_500_5,500,5,0,0,1,CART - max_depth = 20,0.6418258290884965,0.3772978905628696,0.44254930317401886,0.001026153564453125,0.00022292137145996094,20.0,,
pmlb_649,fri_c0_500_5,500,5,0,0,1,CART - max_depth = None,0.6675188097190885,0.3502331042620446,0.4256018698215486,0.0009589195251464844,0.00021314620971679688,,,
pmlb_649,fri_c0_500_5,500,5,0,0,1,CPILOT - df alpha = 0.01 - max_depth = 6,0.8310595440211266,0.17796056457490106,0.25964577202888245,0.021939992904663086,4.506111145019531e-05,6.0,"{'con': 1.0, 'lin': 1.01, 'pcon': 1.04, 'blin': 1.04, 'plin': 1.06, 'pconc': 1.04}",0.01
pmlb_649,fri_c0_500_5,500,5,0,0,1,CPILOT - df alpha = 0.01 - max_depth = 20,0.8228271027409703,0.1866325542978929,0.22824520990748196,0.033505916595458984,9.393692016601562e-05,20.0,"{'con': 1.0, 'lin': 1.01, 'pcon': 1.04, 'blin': 1.04, 'plin': 1.06, 'pconc': 1.04}",0.01
pmlb_649,fri_c0_500_5,500,5,0,0,1,CPILOT - df alpha = 0.01 - max_depth = None,0.8228271027409703,0.1866325542978929,0.22824520990748196,0.03354787826538086,8.988380432128906e-05,,"{'con': 1.0, 'lin': 1.01, 'pcon': 1.04, 'blin': 1.04, 'plin': 1.06, 'pconc': 1.04}",0.01
pmlb_649,fri_c0_500_5,500,5,0,0,1,CPILOT - default df - max_depth = 6,0.9070920452924357,0.0978685180968442,0.20111063239022325,0.02578592300415039,3.719329833984375e-05,6.0,"{'con': 1, 'lin': 2, 'pcon': 5, 'blin': 5, 'plin': 7, 'pconc': 5}",1.0
pmlb_649,fri_c0_500_5,500,5,0,0,1,CPILOT - default df - max_depth = 20,0.9070920452924357,0.0978685180968442,0.20111063239022325,0.02546405792236328,3.719329833984375e-05,20.0,"{'con': 1, 'lin': 2, 'pcon': 5, 'blin': 5, 'plin': 7, 'pconc': 5}",1.0
pmlb_649,fri_c0_500_5,500,5,0,0,1,CPILOT - default df - max_depth = None,0.9070920452924357,0.0978685180968442,0.20111063239022325,0.02503490447998047,3.600120544433594e-05,,"{'con': 1, 'lin': 2, 'pcon': 5, 'blin': 5, 'plin': 7, 'pconc': 5}",1.0
pmlb_649,fri_c0_500_5,500,5,0,0,1,CPILOT - df alpha = 0.5 - max_depth = 6,0.8451220199537213,0.1631472616168549,0.2562715652698433,0.02729320526123047,4.38690185546875e-05,6.0,"{'con': 1.0, 'lin': 1.5, 'pcon': 3.0, 'blin': 3.0, 'plin': 4.0, 'pconc': 3.0}",0.5
pmlb_649,fri_c0_500_5,500,5,0,0,1,CPILOT - df alpha = 0.5 - max_depth = 20,0.8545834532901375,0.15318066120441742,0.22966864935872622,0.030781984329223633,5.602836608886719e-05,20.0,"{'con': 1.0, 'lin': 1.5, 'pcon': 3.0, 'blin': 3.0, 'plin': 4.0, 'pconc': 3.0}",0.5
pmlb_649,fri_c0_500_5,500,5,0,0,1,CPILOT - df alpha = 0.5 - max_depth = None,0.8545834532901375,0.15318066120441742,0.22966864935872622,0.030293941497802734,5.507469177246094e-05,,"{'con': 1.0, 'lin': 1.5, 'pcon': 3.0, 'blin': 3.0, 'plin': 4.0, 'pconc': 3.0}",0.5
pmlb_649,fri_c0_500_5,500,5,0,0,2,CART - max_depth = 6,0.5942814985145439,0.4311848980625141,0.4643921289326889,0.001129150390625,0.0002429485321044922,6.0,,
pmlb_649,fri_c0_500_5,500,5,0,0,2,CART - max_depth = 20,0.6196780359586778,0.4041942546264955,0.4522705078125,0.0009942054748535156,0.00020194053649902344,20.0,,
pmlb_649,fri_c0_500_5,500,5,0,0,2,CART - max_depth = None,0.6366465761179587,0.3861606223616097,0.43821913003921514,0.0009741783142089844,0.00021386146545410156,,,
pmlb_649,fri_c0_500_5,500,5,0,0,2,CPILOT - df alpha = 0.01 - max_depth = 6,0.7790002345792757,0.23487161905578138,0.27580440769577974,0.0216827392578125,5.412101745605469e-05,6.0,"{'con': 1.0, 'lin': 1.01, 'pcon': 1.04, 'blin': 1.04, 'plin': 1.06, 'pconc': 1.04}",0.01
pmlb_649,fri_c0_500_5,500,5,0,0,2,CPILOT - df alpha = 0.01 - max_depth = 20,0.7793690618271387,0.23447964102497865,0.28894846275129976,0.03432488441467285,9.393692016601562e-05,20.0,"{'con': 1.0, 'lin': 1.01, 'pcon': 1.04, 'blin': 1.04, 'plin': 1.06, 'pconc': 1.04}",0.01
pmlb_649,fri_c0_500_5,500,5,0,0,2,CPILOT - df alpha = 0.01 - max_depth = None,0.7793690618271387,0.23447964102497865,0.28894846275129976,0.03429722785949707,9.393692016601562e-05,,"{'con': 1.0, 'lin': 1.01, 'pcon': 1.04, 'blin': 1.04, 'plin': 1.06, 'pconc': 1.04}",0.01
pmlb_649,fri_c0_500_5,500,5,0,0,2,CPILOT - default df - max_depth = 6,0.9162797239989472,0.08897528345665927,0.19816803345476444,0.02717280387878418,3.886222839355469e-05,6.0,"{'con': 1, 'lin': 2, 'pcon': 5, 'blin': 5, 'plin': 7, 'pconc': 5}",1.0
pmlb_649,fri_c0_500_5,500,5,0,0,2,CPILOT - default df - max_depth = 20,0.9162797239989472,0.08897528345665927,0.19816803345476444,0.027154922485351562,4.57763671875e-05,20.0,"{'con': 1, 'lin': 2, 'pcon': 5, 'blin': 5, 'plin': 7, 'pconc': 5}",1.0
pmlb_649,fri_c0_500_5,500,5,0,0,2,CPILOT - default df - max_depth = None,0.9162797239989472,0.08897528345665927,0.19816803345476444,0.02715897560119629,4.291534423828125e-05,,"{'con': 1, 'lin': 2, 'pcon': 5, 'blin': 5, 'plin': 7, 'pconc': 5}",1.0
pmlb_649,fri_c0_500_5,500,5,0,0,2,CPILOT - df alpha = 0.5 - max_depth = 6,0.8963643324286183,0.11014073697353594,0.20456286611521968,0.025752782821655273,4.029273986816406e-05,6.0,"{'con': 1.0, 'lin': 1.5, 'pcon': 3.0, 'blin': 3.0, 'plin': 4.0, 'pconc': 3.0}",0.5
pmlb_649,fri_c0_500_5,500,5,0,0,2,CPILOT - df alpha = 0.5 - max_depth = 20,0.8946174721683424,0.11199724526807713,0.2051287422599623,0.0266568660736084,4.601478576660156e-05,20.0,"{'con': 1.0, 'lin': 1.5, 'pcon': 3.0, 'blin': 3.0, 'plin': 4.0, 'pconc': 3.0}",0.5
pmlb_649,fri_c0_500_5,500,5,0,0,2,CPILOT - df alpha = 0.5 - max_depth = None,0.8946174721683424,0.11199724526807713,0.2051287422599623,0.026754140853881836,5.793571472167969e-05,,"{'con': 1.0, 'lin': 1.5, 'pcon': 3.0, 'blin': 3.0, 'plin': 4.0, 'pconc': 3.0}",0.5
pmlb_649,fri_c0_500_5,500,5,0,0,3,CART - max_depth = 6,0.6824131275929859,0.29488798375408254,0.33117058379575603,0.0008330345153808594,0.00020885467529296875,6.0,,
pmlb_649,fri_c0_500_5,500,5,0,0,3,CART - max_depth = 20,0.642011833214515,0.3324016761495724,0.39027565717697144,0.0010099411010742188,0.0002090930938720703,20.0,,
pmlb_649,fri_c0_500_5,500,5,0,0,3,CART - max_depth = None,0.5972451086326307,0.37396878832638747,0.37529065087437624,0.0009520053863525391,0.00020694732666015625,,,
pmlb_649,fri_c0_500_5,500,5,0,0,3,CPILOT - df alpha = 0.01 - max_depth = 6,0.8243981321084655,0.1630510744147551,0.22669920005836997,0.020853042602539062,4.792213439941406e-05,6.0,"{'con': 1.0, 'lin': 1.01, 'pcon': 1.04, 'blin': 1.04, 'plin': 1.06, 'pconc': 1.04}",0.01
pmlb_649,fri_c0_500_5,500,5,0,0,3,CPILOT - df alpha = 0.01 - max_depth = 20,0.7902374544487955,0.1947701857318724,0.23076937541557369,0.0339357852935791,8.606910705566406e-05,20.0,"{'con': 1.0, 'lin': 1.01, 'pcon': 1.04, 'blin': 1.04, 'plin': 1.06, 'pconc': 1.04}",0.01
pmlb_649,fri_c0_500_5,500,5,0,0,3,CPILOT - df alpha = 0.01 - max_depth = None,0.7902374544487955,0.1947701857318724,0.23076937541557369,0.03393292427062988,7.891654968261719e-05,,"{'con': 1.0, 'lin': 1.01, 'pcon': 1.04, 'blin': 1.04, 'plin': 1.06, 'pconc': 1.04}",0.01
pmlb_649,fri_c0_500_5,500,5,0,0,3,CPILOT - default df - max_depth = 6,0.9210316327580509,0.07332426060258028,0.19256052861168754,0.023092985153198242,3.314018249511719e-05,6.0,"{'con': 1, 'lin': 2, 'pcon': 5, 'blin': 5, 'plin': 7, 'pconc': 5}",1.0
pmlb_649,fri_c0_500_5,500,5,0,0,3,CPILOT - default df - max_depth = 20,0.9210316327580509,0.07332426060258028,0.19256052861168754,0.02250504493713379,3.981590270996094e-05,20.0,"{'con': 1, 'lin': 2, 'pcon': 5, 'blin': 5, 'plin': 7, 'pconc': 5}",1.0
pmlb_649,fri_c0_500_5,500,5,0,0,3,CPILOT - default df - max_depth = None,0.9210316327580509,0.07332426060258028,0.19256052861168754,0.02301788330078125,3.814697265625e-05,,"{'con': 1, 'lin': 2, 'pcon': 5, 'blin': 5, 'plin': 7, 'pconc': 5}",1.0
pmlb_649,fri_c0_500_5,500,5,0,0,3,CPILOT - df alpha = 0.5 - max_depth = 6,0.9033519969360448,0.08974027969538541,0.18613221879854042,0.023869991302490234,3.504753112792969e-05,6.0,"{'con': 1.0, 'lin': 1.5, 'pcon': 3.0, 'blin': 3.0, 'plin': 4.0, 'pconc': 3.0}",0.5
pmlb_649,fri_c0_500_5,500,5,0,0,3,CPILOT - df alpha = 0.5 - max_depth = 20,0.9029947234959533,0.09007201772850681,0.18613221879854042,0.024688243865966797,3.2901763916015625e-05,20.0,"{'con': 1.0, 'lin': 1.5, 'pcon': 3.0, 'blin': 3.0, 'plin': 4.0, 'pconc': 3.0}",0.5
pmlb_649,fri_c0_500_5,500,5,0,0,3,CPILOT - df alpha = 0.5 - max_depth = None,0.9029947234959533,0.09007201772850681,0.18613221879854042,0.024486064910888672,3.814697265625e-05,,"{'con': 1.0, 'lin': 1.5, 'pcon': 3.0, 'blin': 3.0, 'plin': 4.0, 'pconc': 3.0}",0.5
pmlb_649,fri_c0_500_5,500,5,0,0,4,CART - max_depth = 6,0.6910169928159564,0.2862151419529539,0.33190951689791226,0.0008380413055419922,0.0002288818359375,6.0,,
pmlb_649,fri_c0_500_5,500,5,0,0,4,CART - max_depth = 20,0.641774684013259,0.33182895914148397,0.3294010870158673,0.0010190010070800781,0.00021409988403320312,20.0,,
pmlb_649,fri_c0_500_5,500,5,0,0,4,CART - max_depth = None,0.6429328531354161,0.3307561314066361,0.3281025290489197,0.0009720325469970703,0.00023102760314941406,,,
pmlb_649,fri_c0_500_5,500,5,0,0,4,CPILOT - df alpha = 0.01 - max_depth = 6,0.8491617343154884,0.13972352725247006,0.2206603059759608,0.021945953369140625,5.0067901611328125e-05,6.0,"{'con': 1.0, 'lin': 1.01, 'pcon': 1.04, 'blin': 1.04, 'plin': 1.06, 'pconc': 1.04}",0.01
pmlb_649,fri_c0_500_5,500,5,0,0,4,CPILOT - df alpha = 0.01 - max_depth = 20,0.7874919194303602,0.1968491115440546,0.28579395060884105,0.03113698959350586,8.20159912109375e-05,20.0,"{'con': 1.0, 'lin': 1.01, 'pcon': 1.04, 'blin': 1.04, 'plin': 1.06, 'pconc': 1.04}",0.01
pmlb_649,fri_c0_500_5,500,5,0,0,4,CPILOT - df alpha = 0.01 - max_depth = None,0.7874919194303602,0.1968491115440546,0.28579395060884105,0.031033039093017578,8.177757263183594e-05,,"{'con': 1.0, 'lin': 1.01, 'pcon': 1.04, 'blin': 1.04, 'plin': 1.06, 'pconc': 1.04}",0.01
pmlb_649,fri_c0_500_5,500,5,0,0,4,CPILOT - default df - max_depth = 6,0.939068597736808,0.05644158268472135,0.17434309287669258,0.027164220809936523,3.3855438232421875e-05,6.0,"{'con': 1, 'lin': 2, 'pcon': 5, 'blin': 5, 'plin': 7, 'pconc': 5}",1.0
pmlb_649,fri_c0_500_5,500,5,0,0,4,CPILOT - default df - max_depth = 20,0.939068597736808,0.05644158268472135,0.17434309287669258,0.027128934860229492,3.409385681152344e-05,20.0,"{'con': 1, 'lin': 2, 'pcon': 5, 'blin': 5, 'plin': 7, 'pconc': 5}",1.0
pmlb_649,fri_c0_500_5,500,5,0,0,4,CPILOT - default df - max_depth = None,0.939068597736808,0.05644158268472135,0.17434309287669258,0.02717876434326172,3.2901763916015625e-05,,"{'con': 1, 'lin': 2, 'pcon': 5, 'blin': 5, 'plin': 7, 'pconc': 5}",1.0
pmlb_649,fri_c0_500_5,500,5,0,0,4,CPILOT - df alpha = 0.5 - max_depth = 6,0.9015108173874882,0.0912318630049446,0.2252263781074189,0.02542591094970703,3.719329833984375e-05,6.0,"{'con': 1.0, 'lin': 1.5, 'pcon': 3.0, 'blin': 3.0, 'plin': 4.0, 'pconc': 3.0}",0.5
pmlb_649,fri_c0_500_5,500,5,0,0,4,CPILOT - df alpha = 0.5 - max_depth = 20,0.9082030975694791,0.08503271328556677,0.22407314872116849,0.027524232864379883,3.719329833984375e-05,20.0,"{'con': 1.0, 'lin': 1.5, 'pcon': 3.0, 'blin': 3.0, 'plin': 4.0, 'pconc': 3.0}",0.5
pmlb_649,fri_c0_500_5,500,5,0,0,4,CPILOT - df alpha = 0.5 - max_depth = None,0.9082030975694791,0.08503271328556677,0.22407314872116849,0.027055740356445312,6.198883056640625e-05,,"{'con': 1.0, 'lin': 1.5, 'pcon': 3.0, 'blin': 3.0, 'plin': 4.0, 'pconc': 3.0}",0.5
pmlb_649,fri_c0_500_5,500,5,0,0,5,CART - max_depth = 6,0.6627270682424338,0.322161450812686,0.3704784736320884,0.0008270740509033203,0.000225067138671875,6.0,,
pmlb_649,fri_c0_500_5,500,5,0,0,5,CART - max_depth = 20,0.5646778822312093,0.41581755256912456,0.41038376092910767,0.0009660720825195312,0.00022792816162109375,20.0,,
pmlb_649,fri_c0_500_5,500,5,0,0,5,CART - max_depth = None,0.5733085922265381,0.4075735406967539,0.3939038068056107,0.0010371208190917969,0.00023508071899414062,,,
pmlb_649,fri_c0_500_5,500,5,0,0,5,CPILOT - df alpha = 0.01 - max_depth = 6,0.8285072368461341,0.16380904655947492,0.17167652927228036,0.02348017692565918,4.982948303222656e-05,6.0,"{'con': 1.0, 'lin': 1.01, 'pcon': 1.04, 'blin': 1.04, 'plin': 1.06, 'pconc': 1.04}",0.01
pmlb_649,fri_c0_500_5,500,5,0,0,5,CPILOT - df alpha = 0.01 - max_depth = 20,0.8123143862665047,0.17927637804184923,0.18353539905475413,0.03826498985290527,8.0108642578125e-05,20.0,"{'con': 1.0, 'lin': 1.01, 'pcon': 1.04, 'blin': 1.04, 'plin': 1.06, 'pconc': 1.04}",0.01
pmlb_649,fri_c0_500_5,500,5,0,0,5,CPILOT - df alpha = 0.01 - max_depth = None,0.8123143862665047,0.17927637804184923,0.18353539905475413,0.038217782974243164,0.00014209747314453125,,"{'con': 1.0, 'lin': 1.01, 'pcon': 1.04, 'blin': 1.04, 'plin': 1.06, 'pconc': 1.04}",0.01
pmlb_649,fri_c0_500_5,500,5,0,0,5,CPILOT - default df - max_depth = 6,0.9511749198584912,0.04663747716861142,0.14958849448067993,0.02810811996459961,3.886222839355469e-05,6.0,"{'con': 1, 'lin': 2, 'pcon': 5, 'blin': 5, 'plin': 7, 'pconc': 5}",1.0
pmlb_649,fri_c0_500_5,500,5,0,0,5,CPILOT - default df - max_depth = 20,0.9511749198584912,0.04663747716861142,0.14958849448067993,0.027338027954101562,3.4809112548828125e-05,20.0,"{'con': 1, 'lin': 2, 'pcon': 5, 'blin': 5, 'plin': 7, 'pconc': 5}",1.0
pmlb_649,fri_c0_500_5,500,5,0,0,5,CPILOT - default df - max_depth = None,0.9511749198584912,0.04663747716861142,0.14958849448067993,0.027154207229614258,4.410743713378906e-05,,"{'con': 1, 'lin': 2, 'pcon': 5, 'blin': 5, 'plin': 7, 'pconc': 5}",1.0
pmlb_649,fri_c0_500_5,500,5,0,0,5,CPILOT - df alpha = 0.5 - max_depth = 6,0.9290313247584217,0.06778893064123974,0.17255759771328624,0.026781797409057617,4.100799560546875e-05,6.0,"{'con': 1.0, 'lin': 1.5, 'pcon': 3.0, 'blin': 3.0, 'plin': 4.0, 'pconc': 3.0}",0.5
pmlb_649,fri_c0_500_5,500,5,0,0,5,CPILOT - df alpha = 0.5 - max_depth = 20,0.9276834704069746,0.06907639450940005,0.16831539279236163,0.027211904525756836,4.100799560546875e-05,20.0,"{'con': 1.0, 'lin': 1.5, 'pcon': 3.0, 'blin': 3.0, 'plin': 4.0, 'pconc': 3.0}",0.5
pmlb_649,fri_c0_500_5,500,5,0,0,5,CPILOT - df alpha = 0.5 - max_depth = None,0.9276834704069746,0.06907639450940005,0.16831539279236163,0.02716994285583496,5.1975250244140625e-05,,"{'con': 1.0, 'lin': 1.5, 'pcon': 3.0, 'blin': 3.0, 'plin': 4.0, 'pconc': 3.0}",0.5
pmlb_648,fri_c1_250_50,250,50,0,0,1,CART - max_depth = 6,0.24682427030786125,0.7289596080505967,0.42835058587970154,0.0023949146270751953,0.00030517578125,6.0,,
pmlb_648,fri_c1_250_50,250,50,0,0,1,CART - max_depth = 20,0.36593405789393163,0.6136794408189442,0.43362495303154,0.0030210018157958984,0.0006768703460693359,20.0,,
pmlb_648,fri_c1_250_50,250,50,0,0,1,CART - max_depth = None,0.24082479305603133,0.7347661899857184,0.4680774509906769,0.002774953842163086,0.00031185150146484375,,,
pmlb_648,fri_c1_250_50,250,50,0,0,1,CPILOT - df alpha = 0.01 - max_depth = 6,0.7305841703508753,0.2607535663210075,0.23661236863124374,0.14628195762634277,8.106231689453125e-05,6.0,"{'con': 1.0, 'lin': 1.01, 'pcon': 1.04, 'blin': 1.04, 'plin': 1.06, 'pconc': 1.04}",0.01
pmlb_648,fri_c1_250_50,250,50,0,0,1,CPILOT - df alpha = 0.01 - max_depth = 20,0.7171588600272374,0.2737472257893987,0.27446572768481947,0.18260407447814941,0.00011181831359863281,20.0,"{'con': 1.0, 'lin': 1.01, 'pcon': 1.04, 'blin': 1.04, 'plin': 1.06, 'pconc': 1.04}",0.01
pmlb_648,fri_c1_250_50,250,50,0,0,1,CPILOT - df alpha = 0.01 - max_depth = None,0.7171588600272374,0.2737472257893987,0.27446572768481947,0.1789109706878662,0.00010919570922851562,,"{'con': 1.0, 'lin': 1.01, 'pcon': 1.04, 'blin': 1.04, 'plin': 1.06, 'pconc': 1.04}",0.01
pmlb_648,fri_c1_250_50,250,50,0,0,1,CPILOT - default df - max_depth = 6,0.9005303683687869,0.0962714819773396,0.19478410684679115,0.18679428100585938,6.985664367675781e-05,6.0,"{'con': 1, 'lin': 2, 'pcon': 5, 'blin': 5, 'plin': 7, 'pconc': 5}",1.0
pmlb_648,fri_c1_250_50,250,50,0,0,1,CPILOT - default df - max_depth = 20,0.9016358987240528,0.09520149665692564,0.18622309041711732,0.2137913703918457,8.58306884765625e-05,20.0,"{'con': 1, 'lin': 2, 'pcon': 5, 'blin': 5, 'plin': 7, 'pconc': 5}",1.0
pmlb_648,fri_c1_250_50,250,50,0,0,1,CPILOT - default df - max_depth = None,0.9016358987240528,0.09520149665692564,0.18622309041711732,0.2106189727783203,8.106231689453125e-05,,"{'con': 1, 'lin': 2, 'pcon': 5, 'blin': 5, 'plin': 7, 'pconc': 5}",1.0
pmlb_648,fri_c1_250_50,250,50,0,0,1,CPILOT - df alpha = 0.5 - max_depth = 6,0.8334889635249609,0.16115737018578286,0.21205351523573224,0.14602327346801758,7.295608520507812e-05,6.0,"{'con': 1.0, 'lin': 1.5, 'pcon': 3.0, 'blin': 3.0, 'plin': 4.0, 'pconc': 3.0}",0.5
pmlb_648,fri_c1_250_50,250,50,0,0,1,CPILOT - df alpha = 0.5 - max_depth = 20,0.8339308275095008,0.1607297130212145,0.2012445884381973,0.18218493461608887,9.012222290039062e-05,20.0,"{'con': 1.0, 'lin': 1.5, 'pcon': 3.0, 'blin': 3.0, 'plin': 4.0, 'pconc': 3.0}",0.5
pmlb_648,fri_c1_250_50,250,50,0,0,1,CPILOT - df alpha = 0.5 - max_depth = None,0.8339308275095008,0.1607297130212145,0.2012445884381973,0.179124116897583,9.703636169433594e-05,,"{'con': 1.0, 'lin': 1.5, 'pcon': 3.0, 'blin': 3.0, 'plin': 4.0, 'pconc': 3.0}",0.5
pmlb_648,fri_c1_250_50,250,50,0,0,2,CART - max_depth = 6,0.7380464203886814,0.33100031134393454,0.2611829824745655,0.002335071563720703,0.0002930164337158203,6.0,,
pmlb_648,fri_c1_250_50,250,50,0,0,2,CART - max_depth = 20,0.6702024135442937,0.41672690237442434,0.3571855053305626,0.0029001235961914062,0.0006949901580810547,20.0,,
pmlb_648,fri_c1_250_50,250,50,0,0,2,CART - max_depth = None,0.6459429875250253,0.4473807211820068,0.28338758274912834,0.002880096435546875,0.00030303001403808594,,,
